7	4
8	8
9	10
10	45
11	51
12	92
13	130
14	192
15	261
16	295
17	402
18	410
19	444
20	434
21	451
22	410
23	312
24	276
25	228
26	146
27	133
28	104
29	60
30	39
31	29
32	14
33	8
34	6
35	1
36	5
