5	3
6	4
7	8
8	23
9	58
10	111
11	223
12	365
13	557
14	790
15	1047
16	1308
17	1488
18	1714
19	1795
20	1789
21	1683
22	1529
23	1376
24	1069
25	885
26	704
27	475
28	350
29	237
30	145
31	117
32	55
33	43
34	21
35	16
36	3
37	1
38	3
39	3
41	1
44	1
